device_name,qubit_index,property_name,value,unit,vendor_measured_at,polled_at
ibm_fez,36,prob_meas1_prep0,0.01025390625,,2026-08-30 19:08:00-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,36,readout_length,1660.0,ns,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,37,readout_error,0.00732421875,,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,37,init_error,0.005368596828854747,,2026-08-30 17:21:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,37,prob_meas0_prep1,0.009765625,,2026-08-30 19:07:23-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,37,prob_meas1_prep0,0.0048828125,,2026-08-30 19:08:00-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,37,readout_length,1660.0,ns,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,38,readout_error,0.008544921875,,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,38,init_error,0.009769196076754113,,2026-08-30 17:21:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,38,prob_meas0_prep1,0.01171875,,2026-08-30 19:07:23-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,38,prob_meas1_prep0,0.00537109375,,2026-08-30 19:08:01-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,38,readout_length,1660.0,ns,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,39,readout_error,0.012939453125,,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,39,init_error,0.003995960106632524,,2026-08-30 10:37:35-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,39,prob_meas0_prep1,0.0234375,,2026-08-30 19:07:23-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,39,prob_meas1_prep0,0.00244140625,,2026-08-30 19:08:01-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,39,readout_length,1660.0,ns,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,40,readout_error,0.015869140625,,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,40,prob_meas0_prep1,0.02001953125,,2026-08-30 19:07:23-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,40,prob_meas1_prep0,0.01171875,,2026-08-30 19:08:01-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,40,readout_length,1660.0,ns,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,41,readout_error,0.078857421875,,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,41,prob_meas0_prep1,0.09375,,2026-08-30 19:07:24-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,41,prob_meas1_prep0,0.06396484375,,2026-08-30 19:08:01-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,41,readout_length,1660.0,ns,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,42,readout_error,0.00732421875,,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,42,init_error,0.006453208564948117,,2026-08-30 17:21:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,42,prob_meas0_prep1,0.0126953125,,2026-08-30 19:07:24-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,42,prob_meas1_prep0,0.001953125,,2026-08-30 19:08:02-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,42,readout_length,1660.0,ns,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,43,readout_error,0.08203125,,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,43,prob_meas0_prep1,0.0849609375,,2026-08-30 19:07:24-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,43,prob_meas1_prep0,0.0791015625,,2026-08-30 19:08:02-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,43,readout_length,1660.0,ns,2026-08-30 19:08:40-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,44,readout_error,0.004638671875,,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,44,init_error,0.0016039108389125452,,2026-08-30 17:21:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,44,prob_meas0_prep1,0.0068359375,,2026-08-30 19:07:24-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,44,prob_meas1_prep0,0.00244140625,,2026-08-30 19:08:02-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,44,readout_length,1660.0,ns,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,readout_error,0.033203125,,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,prob_meas0_prep1,0.03271484375,,2026-08-30 19:07:24-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,prob_meas1_prep0,0.03369140625,,2026-08-30 19:08:02-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,readout_length,1660.0,ns,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,readout_error,0.014404296875,,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,init_error,0.0033869511409585734,,2026-08-30 14:46:04-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,prob_meas0_prep1,0.01171875,,2026-08-30 19:07:25-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,prob_meas1_prep0,0.01708984375,,2026-08-30 19:08:03-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,readout_length,1660.0,ns,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,47,readout_error,0.019287109375,,2026-08-30 19:08:41-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,47,prob_meas0_prep1,0.02294921875,,2026-08-30 19:07:25-04:00,2026-08-31T00:06:47.272370+00:00
